Event,n
U09124,13
U09125,13
U09126,8
U09127,9
U09128,20
U09129,20
U09130,11
U09131,45
U09132,10
U09133,18
U09134,11
U09135,14
U09136,12
U09137,5
U09138,9
U09139,10
U09140,28
U09141,27
U09142,8
U09143,17
U09144,13
U09145,9
U09146,6
U09147,21
U09148,21
U09149,10
U09150,5
U09151,7
U09152,12
U09153,16
U09154,7
U09155,4
U09156,6
U09157,13
U09158,3
U09159,14
U09160,8
U09161,9
U09162,11
U09163,3
U09164,11
U09165,3
U09166,7
U09167,16
U09168,3
U09169,3
U09170,47
U09171,13
U09172,6
U09173,7
U09174,9
U09175,13
U09176,3
U09177,16
U09178,23
U09179,12
U09180,28
U09181,19
U09182,10
U09183,16
U09184,4
U09185,6
U09186,9
U09187,6
U09188,7
U09189,8
U09190,7
U09191,3
U09192,4
U09193,23
U09194,19
U09195,8
U09196,9
U09197,8
U09198,19
U09199,8
U09200,16
U09201,6
U09202,7
U09203,11
U09204,3
U09205,30
U09206,24
U09207,8
U09208,13
U09209,14
U09210,9
U09211,9
U09212,4
U09213,11
U09214,3
U09215,8
U09216,16
U09217,10
U09218,13
U09219,14
U09220,10
U09221,6
U09222,18
U09223,9
U09224,10
U09225,8
U09226,10
U09227,9
U09228,12
U09229,3
U09230,5
U09231,9
U09232,1
U09233,3
U09234,4
U09235,9
U09236,5
U09237,7
U09238,15
U09239,3
U09240,8
U09241,10
U09242,17
U09243,3
U09244,7
U09245,4
U09246,5
U09247,4
U09248,8
U09249,7
U09250,7
U09251,6
U09252,7
U09253,7
U09254,10
U09255,56
U09256,11
U09257,6
U09258,4
U09259,9
U09260,30
U09261,5
U09262,7
U09263,2
U09264,4
U09265,6
U09266,5
U09267,18
U09268,5
U09269,8
U09270,12
U09271,7
U09272,8
U09273,6
U09274,6
U09275,6
U09276,10
U09277,14
U09278,15
U09279,3
U09280,16
U09281,10
U09282,13
U09283,5
U09284,17
U09285,13
U09286,7
U09287,8
U09288,8
U09289,3
U09290,15
U09291,5
U09292,2
U09293,7
U09294,8
U09295,9
U09296,11
U09297,10
U09298,9
U09299,8
U09300,9
U09301,9
U09302,5
U09303,16
U09304,6
U09305,6
U09306,10
U09307,6
U09308,11
U09309,4
U09310,8
U09311,46
U09312,139
U09313,11
U09314,7
U09315,4
U09316,8
U09317,3
U09318,29
U09319,9
U09320,6
U09321,7
U09322,10
U09323,6
U09324,10
U09325,4
U09326,7
U09327,7
U09328,10
U09329,6
U09330,3
U09331,11
U09332,2
U09333,6
U09334,9
U09335,6
U09336,10
U09337,8
U09338,10
U09339,6
U09340,12
U09341,15
U09342,4
U09343,7
U09344,11
U09345,5
U09346,4
U09347,25
U09348,8
U09349,17
U09350,11
U09351,10
U09352,10
U09353,25
U09354,5
U09355,7
U09356,32
U09357,5
U09358,7
U09359,50
U09360,4
U09361,5
U09362,8
U09363,10
U09364,11
U09365,14
U09366,7
U09367,3
U09368,10
U09369,9
U09370,11
U09371,12
U09372,10
U09373,10
U09374,13
U09375,3
U09376,6
U09377,5
U09378,11
U09379,9
U09380,10
U09381,9
U09382,6
U09383,8
U09384,20
U09385,5
U09386,7
U09387,2
U09388,11
U09389,6
U09390,7
U09391,3
U09392,4
U09393,5
U09394,7
U09395,2
U09396,7
U09397,28
U09398,6
U09399,3
U09400,4
U09401,3
U09402,5
U09403,7
U09404,4
U09405,7
U09406,12
U09407,2
U09408,4
U09409,10
U09410,3
U09411,6
U09412,12
U09413,4
U09414,8
U09415,7
U09416,6
U09417,8
U09418,6
U09419,9
U09420,6
U09421,7
U09422,5
U09423,6
U09424,13
U09425,13
U09426,3
U09427,10
U09428,3
U09429,7
U09430,2
U09431,12
U09432,4
U09433,6
U09434,2
U09435,6
U09436,4
U09437,8
U09438,10
U09439,5
U09440,106
U09441,4
U09442,6
U09443,6
U09444,5
U09445,4
U09446,21
U09447,11
U09448,11
U09449,6
U09450,7
U09451,11
U09452,5
U09453,9
U09454,12
U09455,19
U09456,9
U09457,15
U09458,16
U09459,4
U09460,10
U09461,15
U09462,11
U09463,4
U09464,7
U09465,22
U09466,6
U09467,6
U09468,17
U09469,6
U09470,7
U09471,18
U09472,10
U09473,15
U09474,9
U09475,8
U09476,21
U09477,26
U09478,8
U09479,14
U09480,12
U09481,11
U09482,5
U09483,7
U09484,12
U09485,15
U09486,13
U09487,16
U09488,45
U09489,46
U09490,42
U09491,11
U09492,8
U09493,21
U09494,6
U09495,4
U09496,6
U09497,13
U09498,10
U09499,10
U09500,14
U09501,3
U09502,9
U09503,5
U09504,7
U09505,3
U09506,9
U09507,9
U09508,5
U09509,10
U09510,10
U09511,13
U09512,14
U09513,10
U09514,4
U09515,9
U09516,12
U09517,7
U09518,20
U09519,10
U09520,12
U09521,13
U09522,13
U09523,7
U09524,13
U09525,6
U09526,9
U09527,13
U09528,11
U09529,12
U09530,11
U09531,11
U09532,30
U09533,14
U09534,17
U09535,14
U09536,19
U09537,5
U09538,9
U09539,7
U09540,16
U09541,11
U09542,6
U09543,15
U09544,13
U09545,11
U09546,14
U09547,9
U09548,9
U09549,6
U09550,10
U09551,33
U09552,10
U09553,9
U09554,7
U09555,12
U09556,9
U09557,5
U09558,5
U09559,3
U09560,8
U09561,6
U09562,7
U09563,10
U09564,18
U09565,5
U09566,11
U09567,12
U09568,11
U09569,5
U09570,4
U09571,6
U09572,12
U09573,11
U09574,13
U09575,3
U09576,12
U09577,25
U09578,12
U09579,5
U09580,19
U09581,13
U09582,8
U09583,11
U09584,7
U09585,13
U09586,9
U09587,14
U09588,5
U09589,10
U09590,20
U09591,6
U09592,12
U09593,15
U09594,12
U09595,8
U09596,8
U09597,7
U09598,2
U09599,4
U09600,5
U09601,23
U09602,9
U09603,4
U09604,3
U09605,16
U09606,6
U09607,8
U09608,14
U09609,6
U09610,6
U09611,18
U09612,16
U09613,14
U09614,6
U09615,15
U09616,4
U09617,8
U09618,12
U09619,6
U09620,7
U09621,5
U09622,12
U09623,6
U09624,6
U09625,7
U09626,11
U09627,7
U09628,4
U09629,4
U09630,9
U09631,4
U09632,28
U09633,7
U09634,5
U09635,8
U09636,12
U09637,5
U09638,5
U09639,9
U09640,34
U09641,16
U09642,12
U09643,6
U09644,5
U09645,8
U09646,12
U09647,47
U09648,9
U09649,21
U09650,11
U09651,15
U09652,7
U09653,6
U09654,19
U09655,9
U09656,8
U09657,11
U09658,8
U09659,10
U09660,31
U09661,9
U09662,12
U09663,15
U09664,8
U09665,19
U09666,23
U09667,52
U09668,5
U09669,6
U09670,8
U09671,11
U09672,21
U09673,54
U09674,18
U09675,5
U09676,4
U09677,26
U09678,7
U09679,6
U09680,7
U09681,46
U09682,11
U09683,36
U09684,27
U09685,5
U09686,6
U09687,42
U09688,5
U09689,4
U09690,7
U09691,15
U09692,11
U09693,20
U09694,13
U09695,11
U09696,3
U09697,2
U09698,5
U09699,10
U09700,8
U09701,12
U09702,7
U09703,9
U09704,11
U09705,14
U09706,5
U09707,10
U09708,5
U09709,11
U09710,6
U09711,19
U09712,17
U09713,18
U09714,2
U09715,10
U09716,6
U09717,6
U09718,6
U09719,8
U09720,4
U09721,6
U09722,16
U09723,161
U09724,8
U09725,8
U09726,7
U09727,2
U09728,8
U09729,6
U09730,6
U09731,13
U09732,4
U09733,7
U09734,10
U09735,4
U09736,8
U09737,7
U09738,6
U09739,7
U09740,2
U09741,3
U09742,12
U09743,5
U09744,3
U09745,8
U09746,5
U09747,3
U09748,6
U09749,3
U09750,5
U09751,7
U09752,14
U09753,5
U09754,34
U09755,11
U09756,7
U09757,11
U09758,13
U09759,11
U09760,2
U09761,9
U09762,15
U09763,14
U09764,8
U09765,6
U09766,11
U09767,17
U09768,30
U09769,3
U09770,7
U09771,23
U09772,4
U09773,9
U09774,4
U09775,12
U09776,8
U09777,9
U09778,5
U09779,15
U09780,4
U09781,13
U09782,5
U09783,8
U09784,5
U09785,5
U09786,10
U09787,9
U09788,13
U09789,5
U09790,8
U09791,3
U09792,115
U09793,5
U09794,13
U09795,6
U09796,4
U09797,6
U09798,6
U09799,8
U09800,4
U09801,2
U09802,6
U09803,4
U09804,4
U09805,5
U09806,13
U09807,7
U09808,10
U09809,11
U09810,10
U09811,5
U09812,16
U09813,11
U09814,7
U09815,6
U09816,3
U09817,6
U09818,10
U09819,10
U09820,6
U09821,6
U09822,5
U09823,10
U09824,5
U09825,3
U09826,8
U09827,13
U09828,11
U09829,13
U09830,8
U09831,6
U09832,16
U09833,3
U09834,6
U09835,4
U09836,8
U09837,4
U09838,5
U09839,3
U09840,12
U09841,8
U09842,7
U09843,9
U09844,6
U09845,5
U09846,4
U09847,5
U09848,2
U09849,20
U09850,8
U09851,9
U09852,4
U09853,7
U09854,37
U09855,4
U09856,14
U09857,9
U09858,18
U09859,8
U09860,7
U09861,14
U09862,8
U09863,9
U09864,18
U09865,13
U09866,12
U09867,9
U09868,13
U09869,8
U09870,12
U09871,6
U09872,14
U09873,15
U09874,5
U09875,12
U09876,19
U09877,4
U09878,5
U09879,11
U09880,14
U09881,14
U09882,6
U09883,8
U09884,11
U09885,7
U09886,9
U09887,7
U09888,7
U09889,3
U09890,21
U09891,8
U09892,12
U09893,8
U09894,22
U09895,7
U09896,9
U09897,7
U09898,8
U09899,15
U09900,10
U09901,13
U09902,26
U09903,22
U09904,23
U09905,18
U09906,14
U09907,6
U09908,4
U09909,7
U09910,3
U09911,10
U09912,13
U09913,17
U09914,15
U09915,24
U09916,6
U09917,11
U09918,17
U09919,7
U09920,16
U09921,15
U09922,10
U09923,10
U09924,9
U09925,9
U09926,15
U09927,5
U09928,6
U09929,4
U09930,12
U09931,4
U09932,19
U09933,11
U09934,6
U09935,12
U09936,13
U09937,7
U09938,25
U09939,6
U09940,10
U09941,14
U09942,2
U09943,5
U09944,10
U09945,11
U09946,9
U09947,11
U09948,11
U09949,8
U09950,13
U09951,8
U09952,20
U09953,7
U09954,6
U09955,9
U09956,8
U09957,46
U09958,16
U09959,18
U09960,9
U09961,25
U09962,30
U09963,14
U09964,11
U09965,33
U09966,12
U09967,12
U09968,10
U09969,7
U09970,13
U09971,24
U09972,15
U09973,9
U09974,5
U09975,12
U09976,13
U09977,17
U09978,11
U09979,3
U09980,5
U09981,9
U09982,10
U09983,6
U09984,15
U09985,15
U09986,9
U09987,9
U09988,7
U09989,10
U09990,5
U09991,16
U09992,9
U09993,9
U09994,9
U09995,5
U09996,6
U09997,4
U09998,11
U09999,12
U10000,8
U10001,15
U10002,6
U10003,7
U10004,7
U10005,7
U10006,6
U10007,9
U10008,10
U10009,34
U10010,6
U10011,9
U10012,6
U10013,9
U10014,8
U10015,8
U10016,9
U10017,19
U10018,11
U10019,4
U10020,13
U10021,7
U10022,7
U10023,12
U10024,8
U10025,2
U10026,17
U10027,20
U10028,14
U10029,16
U10030,20
U10031,10
U10032,11
U10033,14
U10034,8
U10035,5
U10036,5
U10037,6
U10038,14
U10039,8
U10040,4
U10041,9
U10042,9
U10043,37
U10044,9
U10045,43
U10046,8
U10047,9
U10048,13
U10049,6
U10050,9
U10051,9
U10052,21
U10053,15
U10054,10
U10055,16
U10056,12
U10057,9
U10058,7
U10059,11
U10060,14
U10061,7
U10062,16
U10063,26
U10064,5
U10065,9
U10066,5
U10067,10
U10068,5
U10069,7
U10070,13
U10071,5
U10072,2
U10073,8
U10074,4
U10075,5
U10076,6
U10077,9
U10078,6
U10079,8
U10080,9
U10081,15
U10082,8
U10083,29
U10084,5
U10085,25
U10086,11
U10087,13
U10088,10
U10089,7
U10090,14
U10091,4
U10092,23
U10093,7
U10094,14
U10095,17
U10096,3
U10097,20
U10098,6
U10099,14
U10100,4
U10101,12
U10102,17
U10103,8
U10104,3
U10105,4
U10106,5
U10107,8
U10108,6
U10109,8
U10110,7
U10111,29
U10112,10
U10113,3
U10114,4
U10115,17
U10116,4
U10117,8
U10118,182
U10119,48
U10120,46
U10121,9
U10122,60
U10123,13
U10124,8
U10125,6
U10126,12
U10127,10
U10128,7
U10129,109
U10130,16
U10131,4
U10132,8
U10133,5
U10134,5
U10135,47
U10136,13
U10137,12
U10138,11
U10139,5
U10140,11
U10141,21
U10142,39
U10143,57
U10144,9
U10145,6
U10146,9
U10147,8
U10148,12
U10149,16
U10150,9
U10151,15
U10152,10
U10153,188
U10154,10
U10155,12
U10156,8
U10157,10
U10158,9
U10159,42
U10160,6
U10161,55
U10162,71
U10163,13
U10164,8
U10165,35
U10166,7
U10167,59
U10168,55
U10169,56
U10170,50
U10171,7
U10172,6
U10173,54
U10174,6
U10175,15
U10176,57
U10177,5
U10178,5
U10179,24
U10180,54
U10181,50
U10182,56
U10183,55
U10184,10
U10185,14
U10186,14
U10187,6
U10188,6
U10189,38
U10190,50
U10191,183
U10192,11
U10193,8
U10194,12
U10195,9
U10196,20
U10197,7
U10198,248
U10199,8
U10200,18
U10201,7
U10202,6
U10203,8
U10204,3
U10205,7
U10206,8
U10207,8
U10208,4
U10209,4
U10210,9
U10211,22
U10212,5
U10213,5
U10214,4
U10215,10
U10216,4
U10217,7
U10218,5
U10219,1
U10220,5
U10221,5
U10222,9
U10223,9
U10224,9
U10225,8
U10226,10
U10227,8
U10228,7
U10229,15
U10230,13
U10231,4
U10232,10
U10233,53
U10234,15
U10235,21
U10236,19
U10237,6
U10238,12
U10239,11
U10240,256
U10241,12
U10242,52
U10243,105
U10244,13
U10245,6
U10246,13
U10247,11
U10248,264
U10249,2
U10250,21
U10251,11
U10252,7
U10253,7
U10254,41
U10255,12
U10256,12
U10257,62
U10258,57
U10259,11
U10260,16
U10261,10
U10262,12
U10263,10
U10264,8
U10265,12
U10266,5
U10267,6
U10268,7
U10269,11
U10270,15
U10271,9
U10272,11
U10273,162
U10274,22
U10275,141
U10276,19
U10277,20
U10278,12
U10279,9
U10280,216
U10281,7
U10282,6
U10283,2
U10284,7
U10285,7
U10286,9
U10287,18
U10288,8
U10289,16
U10290,162
U10291,123
U10292,21
U10293,9
U10294,161
U10295,9
U10296,11
U10297,8
U10298,8
U10299,16
U10300,7
U10301,106
U10302,8
U10303,10
U10304,7
U10305,12
U10306,27
U10307,10
U10308,9
U10309,4
U10310,4
U10311,10
U10312,47
U10313,12
U10314,10
U10315,4
U10316,16
U10317,21
U10318,8
U10319,7
U10320,248
U10321,29
U10322,12
U10323,169
U10324,11
U10325,6
U10326,8
U10327,8
U10328,10
U10329,7
U10330,8
U10331,7
U10332,4
U10333,10
U10334,11
U10335,9
U10336,11
U10337,6
U10338,3
U10339,5
U10340,8
U10341,22
U10342,7
U10343,13
U10344,7
U10345,11
U10346,6
U10347,11
U10348,5
U10349,20
U10350,5
U10351,15
U10352,11
U10353,17
U10354,14
U10355,24
U10356,35
U10357,7
U10358,19
U10359,17
U10360,9
U10361,7
U10362,14
U10363,15
U10364,11
U10365,14
U10366,23
U10367,18
U10368,10
U10369,32
U10370,5
U10371,14
U10372,18
U10373,6
U10374,10
U10375,7
U10376,4
U10377,5
U10378,7
U10379,5
U10380,6
U10381,7
U10382,8
U10383,5
U10384,3
U10385,7
U10386,5
U10387,10
U10388,8
U10389,12
U10390,8
U10391,175
U10392,9
U10393,8
U10394,12
U10395,10
U10396,7
U10397,10
U10398,11
U10399,6
U10400,10
U10401,8
U10402,27
U10403,26
U10404,10
U10405,5
U10406,3
U10407,4
U10408,12
U10409,10
U10410,19
U10411,8
U10412,9
U10413,10
U10414,17
U10415,8
U10416,12
U10417,6
U10418,37
U10419,7
U10420,9
U10421,18
U10422,20
U10423,27
U10424,9
U10425,8
U10426,9
U10427,7
U10428,17
U10429,19
U10430,8
U10431,13
U10432,12
U10433,14
U10434,6
U10435,6
U10436,7
U10437,13
U10438,15
U10439,33
U10440,15
U10441,11
U10442,8
U10443,4
U10444,7
U10445,6
U10446,3
U10447,8
U10448,9
U10449,8
U10450,11
U10451,8
U10452,20
U10453,9
U10454,11
U10455,9
U10456,11
U10457,14
U10458,18
U10459,10
U10460,12
U10461,9
U10462,7
U10463,19
U10464,11
U10465,6
U10466,8
U10467,6
U10468,11
U10469,14
U10470,9
U10471,4
U10472,7
U10473,10
U10474,9
U10475,5
U10476,15
U10477,7
U10478,6
U10479,10
U10480,9
U10481,7
U10482,8
U10483,6
U10484,8
U10485,5
U10486,71
U10487,16
U10488,6
U10489,7
U10490,13
U10491,11
U10492,6
U10493,7
U10494,7
U10495,7
U10496,8
U10497,16
U10498,3
U10499,15
U10500,8
U10501,6
U10502,10
U10503,8
U10504,9
U10505,7
U10506,6
U10507,6
U10508,5
U10509,7
U10510,7
U10511,10
U10512,7
U10513,7
U10514,7
U10515,13
U10516,6
U10517,4
U10518,30
U10519,7
U10520,8
U10521,40
U10522,4
U10523,26
U10524,4
U10525,13
U10526,7
U10527,8
U10528,4
U10529,4
U10530,12
U10531,12
U10532,11
U10533,6
U10534,5
U10535,9
U10536,11
U10537,6
U10538,8
U10539,9
U10540,5
U10541,7
U10542,13
U10543,9
U10544,7
U10545,8
U10546,12
U10547,6
U10548,5
U10549,8
U10550,36
U10551,11
U10552,7
U10553,9
U10554,7
U10555,18
U10556,5
U10557,17
U10558,11
U10559,8
U10560,24
U10561,8
U10562,89
U10563,11
U10564,5
U10565,52
U10566,10
U10567,12
U10568,12
U10569,4
U10570,13
U10571,7
U10572,8
U10573,16
U10574,6
U10575,6
U10576,6
U10577,7
U10578,10
U10579,15
U10580,12
U10581,37
U10582,2
U10583,8
U10584,8
U10585,9
U10586,4
U10587,5
U10588,6
U10589,9
U10590,9
U10591,8
U10592,21
U10593,4
U10594,6
U10595,15
U10596,6
U10597,8
U10598,12
U10599,8
U10600,51
U10601,12
U10602,5
U10603,18
U10604,8
U10605,8
U10606,7
U10607,8
U10608,10
U10609,7
U10610,7
U10611,8
U10612,20
U10613,6
U10614,2
U10615,3
U10616,17
U10617,8
U10618,4
U10619,5
U10620,2
U10621,5
U10622,7
U10623,6
U10624,4
U10625,6
U10626,5
U10627,4
U10628,15
U10629,16
U10630,6
U10631,5
U10632,8
U10633,3
U10634,2
U10635,16
U10636,11
U10637,5
U10638,6
U10639,12
U10640,5
U10641,5
U10642,6
U10643,9
U10644,8
U10645,6
U10646,12
U10647,9
U10648,24
U10649,13
U10650,8
U10651,14
U10652,19
U10653,7
U10654,5
U10655,10
U10656,7
U10657,7
U10658,5
U10659,7
U10660,4
U10661,4
U10662,7
U10663,7
U10664,12
U10665,5
U10666,12
U10667,24
U10668,6
U10669,5
U10670,6
U10671,6
U10672,32
U10673,13
U10674,12
U10675,17
U10676,10
U10677,7
U10678,9
U10679,11
U10680,8
U10681,4
U10682,6
U10683,7
U10684,5
U10685,18
U10686,15
U10687,16
U10688,6
U10689,3
U10690,6
U10691,5
U10692,7
U10693,9
U10694,10
U10695,14
U10696,9
U10697,10
U10698,10
U10699,7
U10700,11
U10701,8
U10702,17
U10703,10
U10704,11
U10705,10
U10706,5
U10707,7
U10708,6
U10709,10
U10710,8
U10711,6
U10712,12
U10713,11
U10714,10
U10715,10
U10716,10
U10717,6
U10718,9
U10719,5
U10720,11
U10721,7
U10722,11
U10723,11
U10724,17
U10725,29
U10726,5
U10727,9
U10728,5
U10729,7
U10730,9
U10731,10
U10732,9
U10733,14
U10734,36
U10735,11
U10736,5
U10737,22
U10738,13
U10739,22
U10740,12
U10741,8
U10742,8
U10743,35
U10744,7
U10745,8
U10746,10
U10747,41
U10748,5
U10749,9
U10750,7
U10751,11
U10752,7
U10753,4
U10754,7
U10755,15
U10756,5
U10757,21
U10758,13
U10759,6
U10760,10
U10761,6
U10762,21
U10763,17
U10764,8
U10765,8
U10766,7
U10767,15
U10768,9
U10769,11
U10770,10
U10771,5
U10772,8
U10773,19
U10774,11
U10775,6
U10776,10
U10777,9
U10778,7
U10779,5
U10780,11
U10781,15
U10782,3
U10783,10
U10784,22
U10785,8
U10786,9
U10787,9
U10788,18
U10789,2
U10790,4
U10791,5
U10792,8
U10793,14
U10794,241
U10795,6
U10796,3
U10797,8
U10798,7
U10799,13
U10800,4
U10801,4
U10802,8
U10803,12
U10804,7
U10805,9
U10806,8
U10807,4
U10808,10
U10809,9
U10810,24
U10811,29
U10812,12
U10813,5
U10814,28
U10815,4
U10816,7
U10817,6
U10818,13
U10819,18
U10820,39
U10821,11
U10822,17
U10823,7
U10824,4
U10825,12
U10826,11
U10827,9
U10828,6
U10829,3
U10830,2
U10831,37
U10832,10
U10833,12
U10834,7
U10835,8
U10836,6
U10837,6
U10838,7
U10839,7
U10840,9
U10841,10
U10842,7
U10843,10
U10844,6
U10845,4
U10846,7
U10847,11
U10848,9
U10849,7
U10850,16
U10851,10
U10852,15
U10853,15
U10854,12
U10855,8
U10856,11
U10857,11
U10858,7
U10859,6
U10860,17
U10861,8
U10862,4
U10863,9
U10864,9
U10865,10
U10866,5
U10867,4
U10868,5
U10869,9
U10870,15
U10871,9
U10872,12
U10873,9
U10874,8
U10875,7
U10876,8
U10877,9
U10878,8
U10879,17
U10880,6
U10881,9
U10882,10
U10883,13
U10884,18
U10885,5
U10886,10
U10887,9
U10888,5
U10889,8
U10890,11
U10891,25
U10892,16
U10893,7
U10894,7
U10895,12
U10896,8
U10897,10
U10898,10
U10899,8
U10900,9
U10901,8
U10902,8
U10903,20
U10904,11
U10905,18
U10906,11
U10907,14
U10908,11
U10909,12
U10910,9
U10911,11
U10912,14
U10913,10
U10914,12
U10915,11
U10916,6
U10917,11
U10918,14
U10919,11
U10920,8
U10921,5
U10922,12
U10923,11
U10924,22
U10925,7
U10926,9
U10927,15
U10928,12
U10929,17
U10930,8
U10931,17
U10932,19
U10933,9
U10934,12
U10935,12
U10936,10
U10937,11
U10938,10
U10939,5
U10940,4
U10941,14
U10942,9
U10943,4
U10944,16
U10945,5
U10946,11
U10947,13
U10948,7
U10949,28
U10950,14
U10951,10
U10952,9
U10953,7
U10954,13
U10955,6
U10956,13
U10957,5
U10958,4
U10959,9
U10960,2
U10961,5
U10962,23
U10963,21
U10964,5
U10965,8
U10966,3
U10967,11
U10968,10
U10969,11
U10970,8
U10971,17
U10972,13
U10973,13
U10974,10
U10975,7
U10976,15
U10977,14
U10978,6
U10979,8
U10980,13
U10981,16
U10982,19
U10983,7
U10984,22
U10985,4
U10986,13
U10987,12
U10988,16
U10989,8
U10990,7
U10991,9
U10992,32
U10993,10
U10994,9
U10995,29
U10996,6
U10997,13
U10998,11
U10999,9
U11000,12
U11001,5
U11002,10
U11003,10
U11004,10
U11005,12
U11006,14
U11007,15
U11008,14
U11009,10
U11010,14
U11011,13
U11012,11
U11013,11
U11014,10
U11015,7
U11016,9
U11017,8
U11018,10
U11019,15
U11020,20
U11021,14
U11022,8
U11023,8
U11024,5
U11025,13
U11026,8
U11027,9
U11028,12
U11029,7
U11030,8
U11031,5
U11032,11
U11033,7
U11034,5
U11035,7
U11036,10
U11037,4
U11038,20
U11039,7
U11040,11
U11041,13
U11042,12
U11043,10
U11044,6
U11045,11
U11046,16
U11047,9
U11048,8
U11049,16
U11050,9
U11051,13
U11052,25
U11053,8
U11054,14
U11055,11
U11056,11
U11057,10
U11058,10
U11059,16
U11060,4
U11061,9
U11062,10
U11063,8
U11064,7
U11065,6
U11066,14
U11067,11
U11068,14
U11069,14
U11070,17
U11071,6
U11072,10
U11073,13
U11074,15
U11075,10
U11076,9
U11077,9
U11078,28
U11079,8
U11080,17
U11081,6
U11082,13
U11083,11
U11084,11
U11085,7
U11086,34
U11087,8
U11088,8
U11089,15
U11090,48
U11091,10
U11092,9
U11093,12
U11094,84
U11095,7
U11096,5
U11097,17
U11098,6
U11099,3
U11100,32
U11101,20
U11102,6
U11103,13
U11104,13
U11105,10
U11106,26
U11107,33
U11108,27
U11109,8
U11110,11
U11111,4
U11112,13
U11113,10
U11114,4
U11115,1
U11116,5
U11117,3
U11118,2
U11119,15
U11120,8
U11121,2
U11122,5
U11123,3
U11124,22
U11125,5
U11126,9
U11127,6
U11128,4
U11129,5
U11130,29
U11131,7
U11132,9
U11133,6
U11134,2
U11135,7
U11136,12
U11137,3
U11138,9
U11139,5
U11140,2
U11141,7
U11142,52
U11143,7
U11144,19
U11145,7
U11146,6
U11147,15
U11148,11
U11149,10
U11150,5
U11151,30
U11152,8
U11153,11
U11154,3
U11155,7
U11156,6
U11157,19
U11158,50
U11159,7
U11160,7
U11161,5
U11162,15
U11163,5
U11164,2
U11165,4
U11166,4
U11167,6
U11168,3
U11169,7
U11170,4
U11171,6
U11172,9
U11173,3
U11174,11
U11175,6
U11176,13
U11177,10
U11178,8
U11179,15
U11180,10
U11181,7
U11182,7
U11183,16
U11184,6
U11185,4
U11186,8
U11187,17
U11188,5
U11189,3
U11190,3
U11191,5
U11192,10
U11193,4
U11194,6
U11195,2
U11196,9
U11197,9
U11198,4
U11199,7
U11200,8
U11201,6
U11202,8
U11203,31
U11204,4
U11205,5
U11206,7
U11207,9
U11208,23
U11209,10
U11210,7
U11211,9
U11212,12
U11213,3
U11214,4
U11215,18
U11216,5
U11217,23
U11218,26
U11219,28
U11220,7
U11221,8
U11222,35
U11223,7
U11224,6
U11225,9
U11226,8
U11227,25
U11228,18
U11229,26
U11230,19
U11231,6
U11232,10
U11233,17
U11234,14
U11235,11
U11236,5
U11237,6
U11238,4
U11239,9
U11240,10
U11241,5
U11242,9
U11243,9
U11244,17
U11245,16
U11246,9
U11247,13
U11248,5
U11249,5
U11250,4
U11251,5
U11252,19
U11253,19
U11254,7
U11255,27
U11256,8
U11257,9
U11258,6
U11259,7
U11260,8
U11261,12
U11262,12
U11263,11
U11264,6
U11265,9
U11266,8
U11267,11
U11268,10
U11269,12
U11270,14
U11271,7
U11272,13
U11273,8
U11274,17
U11275,6
U11276,9
U11277,8
U11278,8
U11279,17
U11280,8
U11281,10
U11282,8
U11283,2
U11284,9
U11285,33
U11286,9
U11287,9
U11288,23
U11289,32
U11290,9
U11291,10
U11292,10
U11293,12
U11294,7
U11295,9
U11296,31
U11297,10
U11298,10
U11299,11
U11300,56
U11301,7
U11302,13
U11303,22
U11304,10
U11305,5
U11306,7
U11307,20
U11308,9
U11309,10
U11310,11
U11311,53
U11312,13
U11313,8
U11314,5
U11315,22
U11316,5
U11317,24
U11318,10
U11319,9
U11320,6
U11321,16
U11322,6
U11323,9
U11324,10
U11325,4
U11326,7
U11327,5
U11328,3
U11329,9
U11330,15
U11331,10
U11332,19
U11333,6
U11334,28
U11335,5
U11336,5
U11337,11
U11338,8
U11339,12
U11340,9
U11341,5
U11342,13
U11343,14
U11344,15
U11345,6
U11346,4
U11347,8
U11348,4
U11349,3
U11350,7
U11351,6
U11352,15
U11353,40
U11354,4
U11355,5
U11356,11
U11357,5
U11358,3
U11359,7
U11360,8
U11361,5
U11362,6
U11363,10
U11364,15
U11365,9
U11366,8
U11367,16
U11368,12
U11369,7
U11370,13
U11371,4
U11372,9
U11373,10
U11374,8
U11375,22
U11376,18
U11377,4
U11378,6
U11379,10
U11380,7
U11381,7
U11382,13
U11383,9
U11384,12
U11385,3
U11386,5
U11387,8
U11388,10
U11389,9
U11390,8
U11391,9
U11392,12
U11393,11
U11394,21
U11395,8
U11396,7
U11397,12
U11398,4
U11399,13
U11400,13
U11401,8
U11402,8
U11403,11
U11404,12
U11405,13
U11406,7
U11407,4
U11408,5
U11409,7
U11410,9
U11411,21
U11412,10
U11413,6
U11414,7
U11415,9
U11416,9
U11417,7
U11418,8
U11419,16
U11420,11
U11421,8
U11422,8
U11423,8
U11424,9
U11425,13
U11426,7
U11427,5
U11428,7
U11429,8
U11430,9
U11431,8
U11432,8
U11433,17
U11434,15
U11435,8
U11436,8
U11437,7
U11438,8
U11439,9
U11440,8
U11441,10
U11442,10
U11443,11
U11444,23
U11445,11
U11446,11
U11447,22
U11448,11
U11449,5
U11450,11
U11451,206
U11452,7
U11453,11
U11454,5
U11455,40
